ac_number,ac_name,poll_station_number,poll_station_name,language,relative_path
36,Wabgai,36/32,Kakching Wairi,English,manipur_pdfs/english/A0360032.pdf
36,Wabgai,36/33,Kakching Wairi (1-B),English,manipur_pdfs/english/A0360033.pdf
36,Wabgai,36/34,Kakching Wairi (1),English,manipur_pdfs/english/A0360034.pdf
36,Wabgai,36/35,Kakching Khullen (1-A),English,manipur_pdfs/english/A0360035.pdf
36,Wabgai,36/36,Kakching Khullen Turel Wangma,English,manipur_pdfs/english/A0360036.pdf
37,Kakching,37/01,Irengban (1),English,manipur_pdfs/english/A0370001.pdf
37,Kakching,37/02,Irengban (2),English,manipur_pdfs/english/A0370002.pdf
37,Kakching,37/03,Kakching Wairi Part (1-A),English,manipur_pdfs/english/A0370003.pdf
37,Kakching,37/04,Kakching Wairi Part (1-A),English,manipur_pdfs/english/A0370004.pdf
37,Kakching,37/05,Kakching Wairi Part (1-B),English,manipur_pdfs/english/A0370005.pdf
37,Kakching,37/06,Kakching Wairi Part (1-B),English,manipur_pdfs/english/A0370006.pdf
37,Kakching,37/07,Kakching Wairi Part (2-A),English,manipur_pdfs/english/A0370007.pdf
37,Kakching,37/08,Kakching Khullen Part (1-A),English,manipur_pdfs/english/A0370008.pdf
37,Kakching,37/09,Kakching Khullen Part (2-A),English,manipur_pdfs/english/A0370009.pdf
37,Kakching,37/10,Kakching Khullen Part (2-A-1),English,manipur_pdfs/english/A0370010.pdf
37,Kakching,37/11,"Ningthou Leikai, Kakching Khullen Part (2-AB)",English,manipur_pdfs/english/A0370011.pdf
37,Kakching,37/12,Kakching Khullen Part (2-B),English,manipur_pdfs/english/A0370012.pdf
37,Kakching,37/13,Kakching Khullen Part (2-C),English,manipur_pdfs/english/A0370013.pdf
37,Kakching,37/14,Kakching Khullen Part (2-C-1),English,manipur_pdfs/english/A0370014.pdf
37,Kakching,37/15,Kakching Khullen (3-A),English,manipur_pdfs/english/A0370015.pdf
37,Kakching,37/16,Kakching Khullen (3-A-1),English,manipur_pdfs/english/A0370016.pdf
37,Kakching,37/17,Kakching,English,manipur_pdfs/english/A0370017.pdf
37,Kakching,37/18,Kakching Makha Lou & Kakching Irum Mapal,English,manipur_pdfs/english/A0370018.pdf
37,Kakching,37/19,Kakching Khullen (Bijaypur) Kuraopokpi,English,manipur_pdfs/english/A0370019.pdf
37,Kakching,37/20,Pallel (B),English,manipur_pdfs/english/A0370020.pdf
37,Kakching,37/21,Pallel (C),English,manipur_pdfs/english/A0370021.pdf
37,Kakching,37/22,Pallel (A),English,manipur_pdfs/english/A0370022.pdf
37,Kakching,37/23,Pallel (A),English,manipur_pdfs/english/A0370023.pdf
37,Kakching,37/24,Kakching Khullen Part 2(AB),English,manipur_pdfs/english/A0370024.pdf
37,Kakching,37/25,Kakching Khullen Part 2(B),English,manipur_pdfs/english/A0370025.pdf
37,Kakching,37/26,Kakching Khullen Part 1 (BC),English,manipur_pdfs/english/A0370026.pdf
37,Kakching,37/27,Kakching Khullen Part 2 (BC),English,manipur_pdfs/english/A0370027.pdf
37,Kakching,37/28,Sora (A-1) Mamang Leikai,English,manipur_pdfs/english/A0370028.pdf
37,Kakching,37/29,Sora (A-2) Mamang Leikai,English,manipur_pdfs/english/A0370029.pdf
37,Kakching,37/30,Sora (A-3) Mamang Leikai,English,manipur_pdfs/english/A0370030.pdf
37,Kakching,37/31,Sora (A-4) Mamang Leikai,English,manipur_pdfs/english/A0370031.pdf
37,Kakching,37/32,Sora (B) Maning Leikai,English,manipur_pdfs/english/A0370032.pdf
37,Kakching,37/33,Sora (B) Maning Leikai,English,manipur_pdfs/english/A0370033.pdf
38,Hiyanglam,38/01,Sekmaijin (A),English,manipur_pdfs/english/A0380001.pdf
38,Hiyanglam,38/02,Sekmaijin (B),English,manipur_pdfs/english/A0380002.pdf
38,Hiyanglam,38/03,Sekmaijin Khunou Maning (A),English,manipur_pdfs/english/A0380003.pdf
38,Hiyanglam,38/04,Sekmaijin Khunou Maning (B),English,manipur_pdfs/english/A0380004.pdf
38,Hiyanglam,38/05,Hiyanglam Part 1(A),English,manipur_pdfs/english/A0380005.pdf
38,Hiyanglam,38/06,Hiyanglam Part 1(B),English,manipur_pdfs/english/A0380006.pdf
38,Hiyanglam,38/07,Hiyanglam Part 2(B),English,manipur_pdfs/english/A0380007.pdf
38,Hiyanglam,38/08,Hiyanglam Part 1(C),English,manipur_pdfs/english/A0380008.pdf
38,Hiyanglam,38/09,Hiyanglam Part 2(C),English,manipur_pdfs/english/A0380009.pdf
38,Hiyanglam,38/10,Hiyanglam Awang(A),English,manipur_pdfs/english/A0380010.pdf
38,Hiyanglam,38/11,Hiyanglam Awang(B),English,manipur_pdfs/english/A0380011.pdf
38,Hiyanglam,38/12,Laphupat Khunou Khoidum Part (1) Sekmaijin,English,manipur_pdfs/english/A0380012.pdf
38,Hiyanglam,38/13,Lamjao Awang Leikai (A),English,manipur_pdfs/english/A0380013.pdf
38,Hiyanglam,38/14,Lamjao Mayai Leikai (B),English,manipur_pdfs/english/A0380014.pdf
38,Hiyanglam,38/15,Lamjao Part (1-2) (A),English,manipur_pdfs/english/A0380015.pdf
38,Hiyanglam,38/16,Langmeidong Mamang Leikai,English,manipur_pdfs/english/A0380016.pdf
38,Hiyanglam,38/17,Langmeidong Mamang Leikai (A-1),English,manipur_pdfs/english/A0380017.pdf
38,Hiyanglam,38/18,Langmeidong Maning Leikai(A-B),English,manipur_pdfs/english/A0380018.pdf
38,Hiyanglam,38/19,Langmeidong Maning Leikai Part (B-1),English,manipur_pdfs/english/A0380019.pdf
38,Hiyanglam,38/20,Langmeidong Maning Leikai Part (B-2),English,manipur_pdfs/english/A0380020.pdf
38,Hiyanglam,38/21,Lamjao Part (1) Laimanai,English,manipur_pdfs/english/A0380021.pdf
38,Hiyanglam,38/22,,English,manipur_pdfs/english/A0380022.pdf
38,Hiyanglam,38/23,Elangkhangpokpi (A),English,manipur_pdfs/english/A0380023.pdf
38,Hiyanglam,38/24,Elangkhangpokpi (B),English,manipur_pdfs/english/A0380024.pdf
38,Hiyanglam,38/25,Thongjao (A),English,manipur_pdfs/english/A0380025.pdf
38,Hiyanglam,38/26,Thongjao (B),English,manipur_pdfs/english/A0380026.pdf
38,Hiyanglam,38/27,Waikhong Laimanai (A),English,manipur_pdfs/english/A0380027.pdf
38,Hiyanglam,38/28,Waikhong Laimanai(B),English,manipur_pdfs/english/A0380028.pdf
38,Hiyanglam,38/29,Tokpaching (A),English,manipur_pdfs/english/A0380029.pdf
38,Hiyanglam,38/30,Tokpaching (B),English,manipur_pdfs/english/A0380030.pdf
38,Hiyanglam,38/31,Arong Khunjao (A),English,manipur_pdfs/english/A0380031.pdf
38,Hiyanglam,38/32,Arong Khunjao (B),English,manipur_pdfs/english/A0380032.pdf
38,Hiyanglam,38/33,Arong Nongmaikhong,English,manipur_pdfs/english/A0380033.pdf
38,Hiyanglam,38/34,Thounaojam Yangdong (A),English,manipur_pdfs/english/A0380034.pdf
38,Hiyanglam,38/35,Thounaojam Yangdong (B),English,manipur_pdfs/english/A0380035.pdf
39,Sugnoo,39/01,Thongam,English,manipur_pdfs/english/A0390001.pdf
39,Sugnoo,39/02,Hongbibal,English,manipur_pdfs/english/A0390002.pdf
39,Sugnoo,39/03,Kakching Khunou Thongam Leikai,English,manipur_pdfs/english/A0390003.pdf
39,Sugnoo,39/04,Kakching Ningthou Leikai,English,manipur_pdfs/english/A0390004.pdf
39,Sugnoo,39/05,Kakching Khunou Part (1-A) Hijam Leikai (1-A),English,manipur_pdfs/english/A0390005.pdf
39,Sugnoo,39/06,Kakching Khunou (1-B) Hijam Leikai Chesapat,English,manipur_pdfs/english/A0390006.pdf
39,Sugnoo,39/07,Kakching Khunou Umathel,English,manipur_pdfs/english/A0390007.pdf
39,Sugnoo,39/08,Kakching Khunou (A),English,manipur_pdfs/english/A0390008.pdf
39,Sugnoo,39/09,Kakching Khunou (B),English,manipur_pdfs/english/A0390009.pdf
39,Sugnoo,39/10,Kakching Khunou Part (1-B),English,manipur_pdfs/english/A0390010.pdf
39,Sugnoo,39/11,Pangaltabi (A),English,manipur_pdfs/english/A0390011.pdf
39,Sugnoo,39/12,Pangaltabi (B),English,manipur_pdfs/english/A0390012.pdf
39,Sugnoo,39/13,"Wangu Shabal, Wangjing Khunou, Wangu Mamang Shabal",English,manipur_pdfs/english/A0390013.pdf
39,Sugnoo,39/14,Wangoo (A),English,manipur_pdfs/english/A0390014.pdf
39,Sugnoo,39/15,Wangoo (B-1),English,manipur_pdfs/english/A0390015.pdf
39,Sugnoo,39/16,Wangoo (C),English,manipur_pdfs/english/A0390016.pdf
39,Sugnoo,39/17,Wangoo (B-2),English,manipur_pdfs/english/A0390017.pdf
39,Sugnoo,39/18,Chairel,English,manipur_pdfs/english/A0390018.pdf
39,Sugnoo,39/19,Nungukhongyam,English,manipur_pdfs/english/A0390019.pdf
39,Sugnoo,39/20,Chairel,English,manipur_pdfs/english/A0390020.pdf
39,Sugnoo,39/21,"Tagjeng Khunjao, Khunou, Khongyam Makha Leikai",English,manipur_pdfs/english/A0390021.pdf
39,Sugnoo,39/22,Chajing Khunou Khorshantanbi,English,manipur_pdfs/english/A0390022.pdf
39,Sugnoo,39/23,Sugnoo Awang Leikai (A),English,manipur_pdfs/english/A0390023.pdf
39,Sugnoo,39/24,Sugnoo Awang Leikai (B),English,manipur_pdfs/english/A0390024.pdf
39,Sugnoo,39/25,Sugnoo Makha Leikai (A),English,manipur_pdfs/english/A0390025.pdf
39,Sugnoo,39/26,Sugnoo Makha Leikai (B),English,manipur_pdfs/english/A0390026.pdf
39,Sugnoo,39/27,"Serou Part 1 Mayai, Makha Leikai",English,manipur_pdfs/english/A0390027.pdf
39,Sugnoo,39/28,Serou Part 2 Awang Leikai Bazar,English,manipur_pdfs/english/A0390028.pdf
39,Sugnoo,39/29,Serou Part 2 Kekru Pokpi,English,manipur_pdfs/english/A0390029.pdf
39,Sugnoo,39/30,Serou Part 2 Kekru Pokpi,English,manipur_pdfs/english/A0390030.pdf
39,Sugnoo,39/31,Waikhong Ningthemnai,English,manipur_pdfs/english/A0390031.pdf
39,Sugnoo,39/32,Wangoo (B-1),English,manipur_pdfs/english/A0390032.pdf
39,Sugnoo,39/33,Wangoo (B-3),English,manipur_pdfs/english/A0390033.pdf
40,Jiribam,40/01,Kalinagar (A),English,manipur_pdfs/english/A0400001.pdf
40,Jiribam,40/02,Kalinagar (B),English,manipur_pdfs/english/A0400002.pdf
40,Jiribam,40/03,Babupara (A),English,manipur_pdfs/english/A0400003.pdf
40,Jiribam,40/04,Babupara (B),English,manipur_pdfs/english/A0400004.pdf
40,Jiribam,40/05,Babupara (C),English,manipur_pdfs/english/A0400005.pdf
40,Jiribam,40/06,Dibong,English,manipur_pdfs/english/A0400006.pdf
40,Jiribam,40/07,Kadamtala,English,manipur_pdfs/english/A0400007.pdf
40,Jiribam,40/08,Islamabad,English,manipur_pdfs/english/A0400008.pdf
40,Jiribam,40/09,Chingdong Leikai,English,manipur_pdfs/english/A0400009.pdf
40,Jiribam,40/10,Champanagar,English,manipur_pdfs/english/A0400010.pdf
40,Jiribam,40/11,Chandrapur,English,manipur_pdfs/english/A0400011.pdf
40,Jiribam,40/12,Hillghat (A),English,manipur_pdfs/english/A0400012.pdf
40,Jiribam,40/13,Hillghat (B),English,manipur_pdfs/english/A0400013.pdf
40,Jiribam,40/14,Hillghat Khunou,English,manipur_pdfs/english/A0400014.pdf
40,Jiribam,40/15,Uchathol,English,manipur_pdfs/english/A0400015.pdf
40,Jiribam,40/16,Boroikhal,English,manipur_pdfs/english/A0400016.pdf
40,Jiribam,40/17,Babukhal,English,manipur_pdfs/english/A0400017.pdf
40,Jiribam,40/18,Aglapur,English,manipur_pdfs/english/A0400018.pdf
40,Jiribam,40/19,Lalpani,English,manipur_pdfs/english/A0400019.pdf
40,Jiribam,40/20,Lalpani,English,manipur_pdfs/english/A0400020.pdf
40,Jiribam,40/21,Sonapur (A),English,manipur_pdfs/english/A0400021.pdf
40,Jiribam,40/22,Sonapur (B),English,manipur_pdfs/english/A0400022.pdf
40,Jiribam,40/23,Ahamadabad,English,manipur_pdfs/english/A0400023.pdf
40,Jiribam,40/24,Kashimpur,English,manipur_pdfs/english/A0400024.pdf
40,Jiribam,40/25,Yarolpokpi,English,manipur_pdfs/english/A0400025.pdf
40,Jiribam,40/26,Leishabithol,English,manipur_pdfs/english/A0400026.pdf
40,Jiribam,40/27,Latingkhal (A),English,manipur_pdfs/english/A0400027.pdf
40,Jiribam,40/28,Latingkhal (B),English,manipur_pdfs/english/A0400028.pdf
40,Jiribam,40/29,Nungphou,English,manipur_pdfs/english/A0400029.pdf
40,Jiribam,40/30,Tilka,English,manipur_pdfs/english/A0400030.pdf
40,Jiribam,40/31,Tilka,English,manipur_pdfs/english/A0400031.pdf
40,Jiribam,40/32,Bhutangkhal,English,manipur_pdfs/english/A0400032.pdf
40,Jiribam,40/33,Shotobekra,English,manipur_pdfs/english/A0400033.pdf
40,Jiribam,40/34,Borobekra,English,manipur_pdfs/english/A0400034.pdf
40,Jiribam,40/35,Guwakhal,English,manipur_pdfs/english/A0400035.pdf
40,Jiribam,40/36,Jakuradhor (A),English,manipur_pdfs/english/A0400036.pdf
40,Jiribam,40/37,Jakuradhor (1),English,manipur_pdfs/english/A0400037.pdf
40,Jiribam,40/38,Jakuradhor (1),English,manipur_pdfs/english/A0400038.pdf
40,Jiribam,40/39,JakuradhorÂ (B),English,manipur_pdfs/english/A0400039.pdf
40,Jiribam,40/40,Durgapur,English,manipur_pdfs/english/A0400040.pdf
41,Chandel(ST),41/01,Purum Pantha,English,manipur_pdfs/english/A0410001.pdf
41,Chandel(ST),41/02,Purum Khullen,English,manipur_pdfs/english/A0410002.pdf
41,Chandel(ST),41/03,Wangparal,English,manipur_pdfs/english/A0410003.pdf
41,Chandel(ST),41/04,Salemthar,English,manipur_pdfs/english/A0410004.pdf
41,Chandel(ST),41/05,Thamlapokpi,English,manipur_pdfs/english/A0410005.pdf
41,Chandel(ST),41/06,Heigru Tampak,English,manipur_pdfs/english/A0410006.pdf
41,Chandel(ST),41/07,Thamla Khuren,English,manipur_pdfs/english/A0410007.pdf
41,Chandel(ST),41/08,Lamkang Khunou,English,manipur_pdfs/english/A0410008.pdf
41,Chandel(ST),41/09,Lamkang Khunthak,English,manipur_pdfs/english/A0410009.pdf
41,Chandel(ST),41/10,Mitong,English,manipur_pdfs/english/A0410010.pdf
41,Chandel(ST),41/11,Tarao Laimanai,English,manipur_pdfs/english/A0410011.pdf
41,Chandel(ST),41/12,Liwa Sarei,English,manipur_pdfs/english/A0410012.pdf
41,Chandel(ST),41/13,New Chayang,English,manipur_pdfs/english/A0410013.pdf
41,Chandel(ST),41/14,Aihang,English,manipur_pdfs/english/A0410014.pdf
41,Chandel(ST),41/15,Charangching Khunou,English,manipur_pdfs/english/A0410015.pdf
41,Chandel(ST),41/16,Japhou Bazar Part-I(A),English,manipur_pdfs/english/A0410016.pdf
41,Chandel(ST),41/17,Japhou Bazar Part-I(C),English,manipur_pdfs/english/A0410017.pdf
41,Chandel(ST),41/18,Japhou Bazar Part-I(B),English,manipur_pdfs/english/A0410018.pdf
41,Chandel(ST),41/19,Kanankhu,English,manipur_pdfs/english/A0410019.pdf
41,Chandel(ST),41/20,Chengkhu(Hongbiban),English,manipur_pdfs/english/A0410020.pdf
41,Chandel(ST),41/21,Angkhel Chayang,English,manipur_pdfs/english/A0410021.pdf
41,Chandel(ST),41/22,Monsang Pantha,English,manipur_pdfs/english/A0410022.pdf
41,Chandel(ST),41/23,Japhou,English,manipur_pdfs/english/A0410023.pdf
41,Chandel(ST),41/24,Khongjon,English,manipur_pdfs/english/A0410024.pdf
41,Chandel(ST),41/25,Mantri Pantha,English,manipur_pdfs/english/A0410025.pdf
41,Chandel(ST),41/26,Lambung,English,manipur_pdfs/english/A0410026.pdf
41,Chandel(ST),41/27,Chandel Christian,English,manipur_pdfs/english/A0410027.pdf
41,Chandel(ST),41/28,Modi,English,manipur_pdfs/english/A0410028.pdf
41,Chandel(ST),41/29,Chandel Khullen,English,manipur_pdfs/english/A0410029.pdf
41,Chandel(ST),41/30,Mahoutera,English,manipur_pdfs/english/A0410030.pdf
41,Chandel(ST),41/31,Tonsen,English,manipur_pdfs/english/A0410031.pdf
41,Chandel(ST),41/32,Unupat,English,manipur_pdfs/english/A0410032.pdf
41,Chandel(ST),41/33,Khambathel,English,manipur_pdfs/english/A0410033.pdf
41,Chandel(ST),41/34,Berukhudam,English,manipur_pdfs/english/A0410034.pdf
41,Chandel(ST),41/35,Phiran Khullen,English,manipur_pdfs/english/A0410035.pdf
41,Chandel(ST),41/36,Larong,English,manipur_pdfs/english/A0410036.pdf
41,Chandel(ST),41/37,Duthang,English,manipur_pdfs/english/A0410037.pdf
41,Chandel(ST),41/38,Anal Khullen,English,manipur_pdfs/english/A0410038.pdf
41,Chandel(ST),41/39,Singtom,English,manipur_pdfs/english/A0410039.pdf
41,Chandel(ST),41/40,Sugnu Tribal,English,manipur_pdfs/english/A0410040.pdf
41,Chandel(ST),41/41,Sugnoo Zouveng,English,manipur_pdfs/english/A0410041.pdf
41,Chandel(ST),41/42,Sugnu Lamhang,English,manipur_pdfs/english/A0410042.pdf
41,Chandel(ST),41/43,Toupokpi,English,manipur_pdfs/english/A0410043.pdf
41,Chandel(ST),41/44,Y Thingkangphai,English,manipur_pdfs/english/A0410044.pdf
41,Chandel(ST),41/45,Tampi,English,manipur_pdfs/english/A0410045.pdf
41,Chandel(ST),41/46,Anal Khunou,English,manipur_pdfs/english/A0410046.pdf
41,Chandel(ST),41/47,Charongching,English,manipur_pdfs/english/A0410047.pdf
41,Chandel(ST),41/48,Paraolon,English,manipur_pdfs/english/A0410048.pdf
41,Chandel(ST),41/49,Chakpikarong,English,manipur_pdfs/english/A0410049.pdf
41,Chandel(ST),41/50,Rungchang,English,manipur_pdfs/english/A0410050.pdf
41,Chandel(ST),41/51,Salluk,English,manipur_pdfs/english/A0410051.pdf
41,Chandel(ST),41/52,Akape,English,manipur_pdfs/english/A0410052.pdf
41,Chandel(ST),41/53,Longja,English,manipur_pdfs/english/A0410053.pdf
41,Chandel(ST),41/54,Teiyang,English,manipur_pdfs/english/A0410054.pdf
41,Chandel(ST),41/55,Gobok,English,manipur_pdfs/english/A0410055.pdf
41,Chandel(ST),41/56,Khubung Khullen,English,manipur_pdfs/english/A0410056.pdf
41,Chandel(ST),41/57,Paldai,English,manipur_pdfs/english/A0410057.pdf
41,Chandel(ST),41/58,Molphei,English,manipur_pdfs/english/A0410058.pdf
41,Chandel(ST),41/59,Mombi,English,manipur_pdfs/english/A0410059.pdf
41,Chandel(ST),41/60,Khangbarol,English,manipur_pdfs/english/A0410060.pdf
41,Chandel(ST),41/61,Lamphei,English,manipur_pdfs/english/A0410061.pdf
41,Chandel(ST),41/62,K Savompa,English,manipur_pdfs/english/A0410062.pdf
41,Chandel(ST),41/63,New Songjang,English,manipur_pdfs/english/A0410063.pdf
41,Chandel(ST),41/64,Sajiktampak,English,manipur_pdfs/english/A0410064.pdf
41,Chandel(ST),41/65,Joupi,English,manipur_pdfs/english/A0410065.pdf
41,Chandel(ST),41/66,Changpol,English,manipur_pdfs/english/A0410066.pdf
41,Chandel(ST),41/67,Gamphajol,English,manipur_pdfs/english/A0410067.pdf
41,Chandel(ST),41/68,Khengjoi,English,manipur_pdfs/english/A0410068.pdf
41,Chandel(ST),41/69,Sehlon,English,manipur_pdfs/english/A0410069.pdf
41,Chandel(ST),41/70,Hengsi,English,manipur_pdfs/english/A0410070.pdf
41,Chandel(ST),41/71,Aisi,English,manipur_pdfs/english/A0410071.pdf
41,Chandel(ST),41/72,Molngat,English,manipur_pdfs/english/A0410072.pdf
41,Chandel(ST),41/73,Wayang,English,manipur_pdfs/english/A0410073.pdf
41,Chandel(ST),41/74,Yangoulen,English,manipur_pdfs/english/A0410074.pdf
41,Chandel(ST),41/75,Molcham,English,manipur_pdfs/english/A0410075.pdf
41,Chandel(ST),41/76,New Samtal,English,manipur_pdfs/english/A0410076.pdf
42,Tengnoupal(ST),42/01,Tollen,English,manipur_pdfs/english/A0420001.pdf
42,Tengnoupal(ST),42/02,Khoibu,English,manipur_pdfs/english/A0420002.pdf
42,Tengnoupal(ST),42/03,Heinou Makhong,English,manipur_pdfs/english/A0420003.pdf
42,Tengnoupal(ST),42/04,Mumlo Ringpam,English,manipur_pdfs/english/A0420004.pdf
42,Tengnoupal(ST),42/05,Laiching Minou,English,manipur_pdfs/english/A0420005.pdf
42,Tengnoupal(ST),42/06,Kangsim,English,manipur_pdfs/english/A0420006.pdf
42,Tengnoupal(ST),42/07,Nungourok,English,manipur_pdfs/english/A0420007.pdf
42,Tengnoupal(ST),42/08,Kangsang(A),English,manipur_pdfs/english/A0420008.pdf
42,Tengnoupal(ST),42/09,Maipouching,English,manipur_pdfs/english/A0420009.pdf
42,Tengnoupal(ST),42/10,Khunbi Khunou,English,manipur_pdfs/english/A0420010.pdf
42,Tengnoupal(ST),42/11,Tuisimi,English,manipur_pdfs/english/A0420011.pdf
42,Tengnoupal(ST),42/12,Maringphai,English,manipur_pdfs/english/A0420012.pdf
42,Tengnoupal(ST),42/13,Saibol,English,manipur_pdfs/english/A0420013.pdf
42,Tengnoupal(ST),42/14,Khulsaibung (A),English,manipur_pdfs/english/A0420014.pdf
42,Tengnoupal(ST),42/15,Khulsaibung (B),English,manipur_pdfs/english/A0420015.pdf
42,Tengnoupal(ST),42/16,Machi(A),English,manipur_pdfs/english/A0420016.pdf
42,Tengnoupal(ST),42/17,Machi(B),English,manipur_pdfs/english/A0420017.pdf
42,Tengnoupal(ST),42/18,Konaitong,English,manipur_pdfs/english/A0420018.pdf
42,Tengnoupal(ST),42/19,Lamlong Khullen(A),English,manipur_pdfs/english/A0420019.pdf
42,Tengnoupal(ST),42/20,Lamlong Khullen(B),English,manipur_pdfs/english/A0420020.pdf
42,Tengnoupal(ST),42/21,Langol(A),English,manipur_pdfs/english/A0420021.pdf
42,Tengnoupal(ST),42/22,Langol(B),English,manipur_pdfs/english/A0420022.pdf
42,Tengnoupal(ST),42/23,Khunbi,English,manipur_pdfs/english/A0420023.pdf
42,Tengnoupal(ST),42/24,Kangoi,English,manipur_pdfs/english/A0420024.pdf
42,Tengnoupal(ST),42/25,Phungchong,English,manipur_pdfs/english/A0420025.pdf
42,Tengnoupal(ST),42/26,Kangoi Khuningsi,English,manipur_pdfs/english/A0420026.pdf
42,Tengnoupal(ST),42/27,Sita,English,manipur_pdfs/english/A0420027.pdf
42,Tengnoupal(ST),42/28,Bongli,English,manipur_pdfs/english/A0420028.pdf
42,Tengnoupal(ST),42/29,Khudei Khullen,English,manipur_pdfs/english/A0420029.pdf
42,Tengnoupal(ST),42/30,Aimol Khullen,English,manipur_pdfs/english/A0420030.pdf
42,Tengnoupal(ST),42/31,Aimol Chingnunghut,English,manipur_pdfs/english/A0420031.pdf
42,Tengnoupal(ST),42/32,Molnom,English,manipur_pdfs/english/A0420032.pdf
42,Tengnoupal(ST),42/33,Molnoi,English,manipur_pdfs/english/A0420033.pdf
42,Tengnoupal(ST),42/34,Phunal Sambum,English,manipur_pdfs/english/A0420034.pdf
42,Tengnoupal(ST),42/35,Khudei Khunou,English,manipur_pdfs/english/A0420035.pdf
42,Tengnoupal(ST),42/36,Purum Tampak,English,manipur_pdfs/english/A0420036.pdf
42,Tengnoupal(ST),42/37,Komlathabi,English,manipur_pdfs/english/A0420037.pdf
42,Tengnoupal(ST),42/38,Liwa Changning,English,manipur_pdfs/english/A0420038.pdf
42,Tengnoupal(ST),42/39,Purum Chumbang,English,manipur_pdfs/english/A0420039.pdf
42,Tengnoupal(ST),42/40,Saivom,English,manipur_pdfs/english/A0420040.pdf
42,Tengnoupal(ST),42/41,Chellep,English,manipur_pdfs/english/A0420041.pdf
42,Tengnoupal(ST),42/42,Rilram Centre,English,manipur_pdfs/english/A0420042.pdf
42,Tengnoupal(ST),42/43,Kambang Khulen,English,manipur_pdfs/english/A0420043.pdf
42,Tengnoupal(ST),42/44,Lamlong Khunou,English,manipur_pdfs/english/A0420044.pdf
42,Tengnoupal(ST),42/45,Leibi,English,manipur_pdfs/english/A0420045.pdf
42,Tengnoupal(ST),42/46,Tengnoupal,English,manipur_pdfs/english/A0420046.pdf
42,Tengnoupal(ST),42/47,Khongkang,English,manipur_pdfs/english/A0420047.pdf
42,Tengnoupal(ST),42/48,Angbrasu,English,manipur_pdfs/english/A0420048.pdf
42,Tengnoupal(ST),42/49,Kwatha,English,manipur_pdfs/english/A0420049.pdf
42,Tengnoupal(ST),42/50,Moreh-A(1),English,manipur_pdfs/english/A0420050.pdf
42,Tengnoupal(ST),42/51,Moreh-A(2),English,manipur_pdfs/english/A0420051.pdf
42,Tengnoupal(ST),42/52,Moreh W.No.II(A),English,manipur_pdfs/english/A0420052.pdf
