ac_number,ac_name,poll_station_number,poll_station_name,language,relative_path
48,Mao(ST),48/11,Chawainu,English,manipur_pdfs/english/A0480011.pdf
48,Mao(ST),48/12,Robve Solephe,English,manipur_pdfs/english/A0480012.pdf
48,Mao(ST),48/13,Kalinamei (A),English,manipur_pdfs/english/A0480013.pdf
48,Mao(ST),48/14,Kalinamei (B),English,manipur_pdfs/english/A0480014.pdf
48,Mao(ST),48/15,Kalinamei ( C-1 ),English,manipur_pdfs/english/A0480015.pdf
48,Mao(ST),48/16,Kalinamei (C-II),English,manipur_pdfs/english/A0480016.pdf
48,Mao(ST),48/17,Phikomai,English,manipur_pdfs/english/A0480017.pdf
48,Mao(ST),48/18,Songsong (A-1),English,manipur_pdfs/english/A0480018.pdf
48,Mao(ST),48/19,Songsong (A-2),English,manipur_pdfs/english/A0480019.pdf
48,Mao(ST),48/20,Songsong (B),English,manipur_pdfs/english/A0480020.pdf
48,Mao(ST),48/21,Songsong (C),English,manipur_pdfs/english/A0480021.pdf
48,Mao(ST),48/22,Songsong (D-1),English,manipur_pdfs/english/A0480022.pdf
48,Mao(ST),48/23,Songsong (D-2),English,manipur_pdfs/english/A0480023.pdf
48,Mao(ST),48/24,Sajouba (A),English,manipur_pdfs/english/A0480024.pdf
48,Mao(ST),48/25,Sajouba (B),English,manipur_pdfs/english/A0480025.pdf
48,Mao(ST),48/26,Sajouba (B-1),English,manipur_pdfs/english/A0480026.pdf
48,Mao(ST),48/27,Sajouba (D),English,manipur_pdfs/english/A0480027.pdf
48,Mao(ST),48/28,Sajouba (C),English,manipur_pdfs/english/A0480028.pdf
48,Mao(ST),48/29,Makhel (A),English,manipur_pdfs/english/A0480029.pdf
48,Mao(ST),48/30,Makhel (B),English,manipur_pdfs/english/A0480030.pdf
48,Mao(ST),48/31,Makhel Keibi(A),English,manipur_pdfs/english/A0480031.pdf
48,Mao(ST),48/32,Makhel Keibi(B),English,manipur_pdfs/english/A0480032.pdf
48,Mao(ST),48/33,Afii(A),English,manipur_pdfs/english/A0480033.pdf
48,Mao(ST),48/34,Afii(B),English,manipur_pdfs/english/A0480034.pdf
48,Mao(ST),48/35,Tabumei,English,manipur_pdfs/english/A0480035.pdf
48,Mao(ST),48/36,Tungam Khullen (A),English,manipur_pdfs/english/A0480036.pdf
48,Mao(ST),48/37,Tungam Khullen (B),English,manipur_pdfs/english/A0480037.pdf
48,Mao(ST),48/38,Tungam Khullen (C ),English,manipur_pdfs/english/A0480038.pdf
48,Mao(ST),48/39,Tungam Khullen (D),English,manipur_pdfs/english/A0480039.pdf
48,Mao(ST),48/40,Paomata Centre/ Makufii(A),English,manipur_pdfs/english/A0480040.pdf
48,Mao(ST),48/41,Paomata / Makufii(B),English,manipur_pdfs/english/A0480041.pdf
48,Mao(ST),48/42,Saranamei (A),English,manipur_pdfs/english/A0480042.pdf
48,Mao(ST),48/43,Saranamei (C),English,manipur_pdfs/english/A0480043.pdf
48,Mao(ST),48/44,Saranamei (B),English,manipur_pdfs/english/A0480044.pdf
48,Mao(ST),48/45,Khaikho,English,manipur_pdfs/english/A0480045.pdf
48,Mao(ST),48/46,Tungjoy (A),English,manipur_pdfs/english/A0480046.pdf
48,Mao(ST),48/47,Tungjoy (A-1),English,manipur_pdfs/english/A0480047.pdf
48,Mao(ST),48/48,Tungjoy (B-I),English,manipur_pdfs/english/A0480048.pdf
48,Mao(ST),48/49,Tungjoy (B-II),English,manipur_pdfs/english/A0480049.pdf
48,Mao(ST),48/50,Tungjoy (C),English,manipur_pdfs/english/A0480050.pdf
48,Mao(ST),48/51,Tungjoy (C-1),English,manipur_pdfs/english/A0480051.pdf
48,Mao(ST),48/52,Tungjoy (D),English,manipur_pdfs/english/A0480052.pdf
48,Mao(ST),48/53,Tungjoy (D-1),English,manipur_pdfs/english/A0480053.pdf
48,Mao(ST),48/54,Liyai Khunou,English,manipur_pdfs/english/A0480054.pdf
48,Mao(ST),48/55,Liyai Khullen (A),English,manipur_pdfs/english/A0480055.pdf
48,Mao(ST),48/56,Liyai Khullen (B),English,manipur_pdfs/english/A0480056.pdf
48,Mao(ST),48/57,Liyai Khullen (C),English,manipur_pdfs/english/A0480057.pdf
48,Mao(ST),48/58,Liyai Khullen (D),English,manipur_pdfs/english/A0480058.pdf
48,Mao(ST),48/59,Chingmei Khullen,English,manipur_pdfs/english/A0480059.pdf
48,Mao(ST),48/60,Chingmei Katafimai,English,manipur_pdfs/english/A0480060.pdf
48,Mao(ST),48/61,Chingmei Khunou(A),English,manipur_pdfs/english/A0480061.pdf
48,Mao(ST),48/62,Chingmei Khunou(B),English,manipur_pdfs/english/A0480062.pdf
48,Mao(ST),48/63,Laii (A),English,manipur_pdfs/english/A0480063.pdf
48,Mao(ST),48/64,Laii (B),English,manipur_pdfs/english/A0480064.pdf
48,Mao(ST),48/65,New Laii,English,manipur_pdfs/english/A0480065.pdf
48,Mao(ST),48/66,Laii ( C),English,manipur_pdfs/english/A0480066.pdf
48,Mao(ST),48/67,Laii ( C-1),English,manipur_pdfs/english/A0480067.pdf
48,Mao(ST),48/68,Laii (D),English,manipur_pdfs/english/A0480068.pdf
48,Mao(ST),48/69,Sarafii,English,manipur_pdfs/english/A0480069.pdf
49,Tadubi(ST),49/01,Thuyeng,English,manipur_pdfs/english/A0490001.pdf
49,Tadubi(ST),49/02,Chakha,English,manipur_pdfs/english/A0490002.pdf
49,Tadubi(ST),49/03,Tamphung,English,manipur_pdfs/english/A0490003.pdf
49,Tadubi(ST),49/04,Yangkhullen (A),English,manipur_pdfs/english/A0490004.pdf
49,Tadubi(ST),49/05,Yangkhullen (A-l),English,manipur_pdfs/english/A0490005.pdf
49,Tadubi(ST),49/06,Yangkhullen (B),English,manipur_pdfs/english/A0490006.pdf
49,Tadubi(ST),49/07,Bendramai,English,manipur_pdfs/english/A0490007.pdf
49,Tadubi(ST),49/08,Yangkhunou,English,manipur_pdfs/english/A0490008.pdf
49,Tadubi(ST),49/09,Tadubi (A),English,manipur_pdfs/english/A0490009.pdf
49,Tadubi(ST),49/10,Tadubi (A-l),English,manipur_pdfs/english/A0490010.pdf
49,Tadubi(ST),49/11,Tadubi (B),English,manipur_pdfs/english/A0490011.pdf
49,Tadubi(ST),49/12,Chakumei,English,manipur_pdfs/english/A0490012.pdf
49,Tadubi(ST),49/13,Rajamai,English,manipur_pdfs/english/A0490013.pdf
49,Tadubi(ST),49/14,Kanem,English,manipur_pdfs/english/A0490014.pdf
49,Tadubi(ST),49/15,Kangjang,English,manipur_pdfs/english/A0490015.pdf
49,Tadubi(ST),49/16,Willong Khunou,English,manipur_pdfs/english/A0490016.pdf
49,Tadubi(ST),49/17,Shangkungmei,English,manipur_pdfs/english/A0490017.pdf
49,Tadubi(ST),49/18,Willong Khullen (A),English,manipur_pdfs/english/A0490018.pdf
49,Tadubi(ST),49/19,Willong Khullen (A-I),English,manipur_pdfs/english/A0490019.pdf
49,Tadubi(ST),49/20,Willong Khullen (B),English,manipur_pdfs/english/A0490020.pdf
49,Tadubi(ST),49/21,Pumdumlung,English,manipur_pdfs/english/A0490021.pdf
49,Tadubi(ST),49/22,Mao Pungdung(A),English,manipur_pdfs/english/A0490022.pdf
49,Tadubi(ST),49/23,Mao Pungdung(B),English,manipur_pdfs/english/A0490023.pdf
49,Tadubi(ST),49/24,Chawainamei Khullen(A),English,manipur_pdfs/english/A0490024.pdf
49,Tadubi(ST),49/25,Chawainamei Khullen(B),English,manipur_pdfs/english/A0490025.pdf
49,Tadubi(ST),49/26,Chawainamei Khunou,English,manipur_pdfs/english/A0490026.pdf
49,Tadubi(ST),49/27,Chawainamei Khunou (A),English,manipur_pdfs/english/A0490027.pdf
49,Tadubi(ST),49/28,Makhan Khullen,English,manipur_pdfs/english/A0490028.pdf
49,Tadubi(ST),49/29,Makhan Centre(A),English,manipur_pdfs/english/A0490029.pdf
49,Tadubi(ST),49/30,Makhan Centre(B),English,manipur_pdfs/english/A0490030.pdf
49,Tadubi(ST),49/31,New Makhan (B),English,manipur_pdfs/english/A0490031.pdf
49,Tadubi(ST),49/32,New Makhan (A),English,manipur_pdfs/english/A0490032.pdf
49,Tadubi(ST),49/33,Maram Khullakpa Sagei (A-I),English,manipur_pdfs/english/A0490033.pdf
49,Tadubi(ST),49/34,Maram Khullakpa Sagei (A-II),English,manipur_pdfs/english/A0490034.pdf
49,Tadubi(ST),49/35,Maram Khullakpa Sagei (B),English,manipur_pdfs/english/A0490035.pdf
49,Tadubi(ST),49/36,Maram Makha Sagei (A),English,manipur_pdfs/english/A0490036.pdf
49,Tadubi(ST),49/37,Maram Makha Sagei (B),English,manipur_pdfs/english/A0490037.pdf
49,Tadubi(ST),49/38,Maram Mathak Sagei (A),English,manipur_pdfs/english/A0490038.pdf
49,Tadubi(ST),49/39,Maram Mathak Sagei (B),English,manipur_pdfs/english/A0490039.pdf
49,Tadubi(ST),49/40,Maram Bazar (A),English,manipur_pdfs/english/A0490040.pdf
49,Tadubi(ST),49/41,Maram Bazar (B),English,manipur_pdfs/english/A0490041.pdf
49,Tadubi(ST),49/42,Maram Centre,English,manipur_pdfs/english/A0490042.pdf
49,Tadubi(ST),49/43,Lairou Ching (A),English,manipur_pdfs/english/A0490043.pdf
49,Tadubi(ST),49/44,Lairou Ching (B),English,manipur_pdfs/english/A0490044.pdf
49,Tadubi(ST),49/45,New Maram,English,manipur_pdfs/english/A0490045.pdf
49,Tadubi(ST),49/46,Oklong,English,manipur_pdfs/english/A0490046.pdf
49,Tadubi(ST),49/47,Oklong (A),English,manipur_pdfs/english/A0490047.pdf
49,Tadubi(ST),49/48,Makuilongdi,English,manipur_pdfs/english/A0490048.pdf
49,Tadubi(ST),49/49,Maram Khunou,English,manipur_pdfs/english/A0490049.pdf
49,Tadubi(ST),49/50,Katomei(A),English,manipur_pdfs/english/A0490050.pdf
49,Tadubi(ST),49/51,Katomei (B),English,manipur_pdfs/english/A0490051.pdf
49,Tadubi(ST),49/52,Taphou Naga,English,manipur_pdfs/english/A0490052.pdf
49,Tadubi(ST),49/53,Taphou Onaeme,English,manipur_pdfs/english/A0490053.pdf
49,Tadubi(ST),49/54,Taphou Rikhumei,English,manipur_pdfs/english/A0490054.pdf
49,Tadubi(ST),49/55,Taphou Ngaihang,English,manipur_pdfs/english/A0490055.pdf
49,Tadubi(ST),49/56,Taphou Phyamai,English,manipur_pdfs/english/A0490056.pdf
49,Tadubi(ST),49/57,Taphou Nepali,English,manipur_pdfs/english/A0490057.pdf
49,Tadubi(ST),49/58,Taphou Kuki,English,manipur_pdfs/english/A0490058.pdf
49,Tadubi(ST),49/59,Changoubung,English,manipur_pdfs/english/A0490059.pdf
49,Tadubi(ST),49/60,Maohing Kuki,English,manipur_pdfs/english/A0490060.pdf
49,Tadubi(ST),49/61,Maohing Nepali,English,manipur_pdfs/english/A0490061.pdf
49,Tadubi(ST),49/62,Toribari,English,manipur_pdfs/english/A0490062.pdf
49,Tadubi(ST),49/63,Thonglang,English,manipur_pdfs/english/A0490063.pdf
49,Tadubi(ST),49/64,Kotlien (A),English,manipur_pdfs/english/A0490064.pdf
49,Tadubi(ST),49/65,Kotlien (B),English,manipur_pdfs/english/A0490065.pdf
49,Tadubi(ST),49/66,Selsi,English,manipur_pdfs/english/A0490066.pdf
49,Tadubi(ST),49/67,T. Waichong,English,manipur_pdfs/english/A0490067.pdf
49,Tadubi(ST),49/68,Gelnel,English,manipur_pdfs/english/A0490068.pdf
49,Tadubi(ST),49/69,Chalwa (A),English,manipur_pdfs/english/A0490069.pdf
49,Tadubi(ST),49/70,Chalwa (B),English,manipur_pdfs/english/A0490070.pdf
50,Kangpokpi(GEN),50/01,Kangpokpi (A),English,manipur_pdfs/english/A0500001.pdf
50,Kangpokpi(GEN),50/02,Kangpokpi (A-1),English,manipur_pdfs/english/A0500002.pdf
50,Kangpokpi(GEN),50/03,Kangpokpi (B),English,manipur_pdfs/english/A0500003.pdf
50,Kangpokpi(GEN),50/04,Kangpokpi (B-1),English,manipur_pdfs/english/A0500004.pdf
50,Kangpokpi(GEN),50/05,Kangpokpi (C),English,manipur_pdfs/english/A0500005.pdf
50,Kangpokpi(GEN),50/06,Kangpokpi (C-1),English,manipur_pdfs/english/A0500006.pdf
50,Kangpokpi(GEN),50/07,9-Miles Paodel Basti,English,manipur_pdfs/english/A0500007.pdf
50,Kangpokpi(GEN),50/08,12-Miles I.T. Road,English,manipur_pdfs/english/A0500008.pdf
50,Kangpokpi(GEN),50/09,Manidara,English,manipur_pdfs/english/A0500009.pdf
50,Kangpokpi(GEN),50/10,School Prangada,English,manipur_pdfs/english/A0500010.pdf
50,Kangpokpi(GEN),50/11,Panikheti,English,manipur_pdfs/english/A0500011.pdf
50,Kangpokpi(GEN),50/12,Timsina(A),English,manipur_pdfs/english/A0500012.pdf
50,Kangpokpi(GEN),50/13,Timsina (B),English,manipur_pdfs/english/A0500013.pdf
50,Kangpokpi(GEN),50/14,Gorkha Tapon,English,manipur_pdfs/english/A0500014.pdf
50,Kangpokpi(GEN),50/15,Gorkha Harup,English,manipur_pdfs/english/A0500015.pdf
50,Kangpokpi(GEN),50/16,Wakotphai,English,manipur_pdfs/english/A0500016.pdf
50,Kangpokpi(GEN),50/17,Makui Chaljang,English,manipur_pdfs/english/A0500017.pdf
50,Kangpokpi(GEN),50/18,Makui,English,manipur_pdfs/english/A0500018.pdf
50,Kangpokpi(GEN),50/19,Makui (A),English,manipur_pdfs/english/A0500019.pdf
50,Kangpokpi(GEN),50/20,Laloi,English,manipur_pdfs/english/A0500020.pdf
50,Kangpokpi(GEN),50/21,Kholjang (A),English,manipur_pdfs/english/A0500021.pdf
50,Kangpokpi(GEN),50/22,Kholjang (B),English,manipur_pdfs/english/A0500022.pdf
50,Kangpokpi(GEN),50/23,Tujang,English,manipur_pdfs/english/A0500023.pdf
50,Kangpokpi(GEN),50/24,Parsian,English,manipur_pdfs/english/A0500024.pdf
50,Kangpokpi(GEN),50/25,Gopibung Kuki,English,manipur_pdfs/english/A0500025.pdf
50,Kangpokpi(GEN),50/26,K. Songtun,English,manipur_pdfs/english/A0500026.pdf
50,Kangpokpi(GEN),50/27,Keithelmanbi (A),English,manipur_pdfs/english/A0500027.pdf
50,Kangpokpi(GEN),50/28,Keithelmanbi (B),English,manipur_pdfs/english/A0500028.pdf
50,Kangpokpi(GEN),50/29,Keithelmanbi (C),English,manipur_pdfs/english/A0500029.pdf
50,Kangpokpi(GEN),50/30,Kalapahar (A),English,manipur_pdfs/english/A0500030.pdf
50,Kangpokpi(GEN),50/31,Kalapahar (B),English,manipur_pdfs/english/A0500031.pdf
50,Kangpokpi(GEN),50/32,Kalapahar (C ),English,manipur_pdfs/english/A0500032.pdf
50,Kangpokpi(GEN),50/33,Pukhri Kharkhola,English,manipur_pdfs/english/A0500033.pdf
50,Kangpokpi(GEN),50/34,Tumuyon Khunou,English,manipur_pdfs/english/A0500034.pdf
50,Kangpokpi(GEN),50/35,Tumnoupokpi,English,manipur_pdfs/english/A0500035.pdf
50,Kangpokpi(GEN),50/36,Daili (A),English,manipur_pdfs/english/A0500036.pdf
50,Kangpokpi(GEN),50/37,Daili (B),English,manipur_pdfs/english/A0500037.pdf
50,Kangpokpi(GEN),50/38,Haipi,English,manipur_pdfs/english/A0500038.pdf
50,Kangpokpi(GEN),50/39,J. Songtun,English,manipur_pdfs/english/A0500039.pdf
51,Saitu(ST),51/01,Hengbung,English,manipur_pdfs/english/A0510001.pdf
51,Saitu(ST),51/02,Mayangkhang(A),English,manipur_pdfs/english/A0510002.pdf
51,Saitu(ST),51/03,Mayangkhang(B),English,manipur_pdfs/english/A0510003.pdf
51,Saitu(ST),51/04,Tumuyon Khullen (A),English,manipur_pdfs/english/A0510004.pdf
51,Saitu(ST),51/05,Tumuyon Khullen (B),English,manipur_pdfs/english/A0510005.pdf
51,Saitu(ST),51/06,Songpehjang,English,manipur_pdfs/english/A0510006.pdf
51,Saitu(ST),51/07,Phoibi,English,manipur_pdfs/english/A0510007.pdf
51,Saitu(ST),51/08,Bongmol,English,manipur_pdfs/english/A0510008.pdf
51,Saitu(ST),51/09,Harup Naga,English,manipur_pdfs/english/A0510009.pdf
51,Saitu(ST),51/10,Sapermaina(A),English,manipur_pdfs/english/A0510010.pdf
51,Saitu(ST),51/11,Sapermain,English,manipur_pdfs/english/A0510011.pdf
51,Saitu(ST),51/12,L. Simol,English,manipur_pdfs/english/A0510012.pdf
51,Saitu(ST),51/13,Saitu,English,manipur_pdfs/english/A0510013.pdf
51,Saitu(ST),51/14,Sipijang(A),English,manipur_pdfs/english/A0510014.pdf
51,Saitu(ST),51/15,L. Khomunnom,English,manipur_pdfs/english/A0510015.pdf
51,Saitu(ST),51/16,G. Songlung,English,manipur_pdfs/english/A0510016.pdf
51,Saitu(ST),51/17,Motbung (A),English,manipur_pdfs/english/A0510017.pdf
51,Saitu(ST),51/18,Motbung (B),English,manipur_pdfs/english/A0510018.pdf
51,Saitu(ST),51/19,Motbung (C),English,manipur_pdfs/english/A0510019.pdf
51,Saitu(ST),51/20,Motbung (D),English,manipur_pdfs/english/A0510020.pdf
51,Saitu(ST),51/21,Pangmol (A),English,manipur_pdfs/english/A0510021.pdf
51,Saitu(ST),51/22,Pangmol(B),English,manipur_pdfs/english/A0510022.pdf
51,Saitu(ST),51/23,N. Songlung,English,manipur_pdfs/english/A0510023.pdf
51,Saitu(ST),51/24,Charhajare (A),English,manipur_pdfs/english/A0510024.pdf
51,Saitu(ST),51/25,Charhajare (B),English,manipur_pdfs/english/A0510025.pdf
51,Saitu(ST),51/26,Charhajare (C),English,manipur_pdfs/english/A0510026.pdf
51,Saitu(ST),51/27,Phaijang(A),English,manipur_pdfs/english/A0510027.pdf
51,Saitu(ST),51/28,Phaijang(B),English,manipur_pdfs/english/A0510028.pdf
51,Saitu(ST),51/29,Khengjang(A),English,manipur_pdfs/english/A0510029.pdf
51,Saitu(ST),51/30,Khengjang(B),English,manipur_pdfs/english/A0510030.pdf
51,Saitu(ST),51/31,T. Khovaiphei,English,manipur_pdfs/english/A0510031.pdf
51,Saitu(ST),51/32,Leilon Phaijang,English,manipur_pdfs/english/A0510032.pdf
51,Saitu(ST),51/33,Khunkho Kuki,English,manipur_pdfs/english/A0510033.pdf
51,Saitu(ST),51/34,P. Moulding,English,manipur_pdfs/english/A0510034.pdf
51,Saitu(ST),51/35,Leimakhong,English,manipur_pdfs/english/A0510035.pdf
51,Saitu(ST),51/36,Kangchup,English,manipur_pdfs/english/A0510036.pdf
51,Saitu(ST),51/37,Kangchup Chiru,English,manipur_pdfs/english/A0510037.pdf
51,Saitu(ST),51/38,Haraothel,English,manipur_pdfs/english/A0510038.pdf
51,Saitu(ST),51/39,Bethel,English,manipur_pdfs/english/A0510039.pdf
51,Saitu(ST),51/40,Ireng,English,manipur_pdfs/english/A0510040.pdf
51,Saitu(ST),51/41,Longa Koireng,English,manipur_pdfs/english/A0510041.pdf
51,Saitu(ST),51/42,Khonglong Kabui,English,manipur_pdfs/english/A0510042.pdf
51,Saitu(ST),51/43,New Keithelmanbi,English,manipur_pdfs/english/A0510043.pdf
51,Saitu(ST),51/44,Sinam Jonhol,English,manipur_pdfs/english/A0510044.pdf
51,Saitu(ST),51/45,Veitum Khullen,English,manipur_pdfs/english/A0510045.pdf
51,Saitu(ST),51/46,Khoken,English,manipur_pdfs/english/A0510046.pdf
51,Saitu(ST),51/47,Charoi Pandongba,English,manipur_pdfs/english/A0510047.pdf
51,Saitu(ST),51/48,Tingkai Khullen,English,manipur_pdfs/english/A0510048.pdf
51,Saitu(ST),51/49,Wainem,English,manipur_pdfs/english/A0510049.pdf
51,Saitu(ST),51/50,Bungte Chiru,English,manipur_pdfs/english/A0510050.pdf
51,Saitu(ST),51/51,Nungsai Chiru (A),English,manipur_pdfs/english/A0510051.pdf
51,Saitu(ST),51/52,Nungsai Chiru (B),English,manipur_pdfs/english/A0510052.pdf
51,Saitu(ST),51/53,Dolang Khunou,English,manipur_pdfs/english/A0510053.pdf
51,Saitu(ST),51/54,Langka,English,manipur_pdfs/english/A0510054.pdf
51,Saitu(ST),51/55,Samuk,English,manipur_pdfs/english/A0510055.pdf
51,Saitu(ST),51/56,Jangmol,English,manipur_pdfs/english/A0510056.pdf
51,Saitu(ST),51/57,Molnom,English,manipur_pdfs/english/A0510057.pdf
51,Saitu(ST),51/58,Makhan (A),English,manipur_pdfs/english/A0510058.pdf
51,Saitu(ST),51/59,Makhan (B),English,manipur_pdfs/english/A0510059.pdf
51,Saitu(ST),51/60,K. Songlung,English,manipur_pdfs/english/A0510060.pdf
51,Saitu(ST),51/61,Ichum Keirap,English,manipur_pdfs/english/A0510061.pdf
51,Saitu(ST),51/62,Loibol Khunou,English,manipur_pdfs/english/A0510062.pdf
51,Saitu(ST),51/63,C. Phailen,English,manipur_pdfs/english/A0510063.pdf
52,Tamei(ST),52/01,Makuinong,English,manipur_pdfs/english/A0520001.pdf
52,Tamei(ST),52/02,Lemta,English,manipur_pdfs/english/A0520002.pdf
52,Tamei(ST),52/03,New Lemta,English,manipur_pdfs/english/A0520003.pdf
52,Tamei(ST),52/04,Nallong,English,manipur_pdfs/english/A0520004.pdf
52,Tamei(ST),52/05,Kuilong Part I,English,manipur_pdfs/english/A0520005.pdf
52,Tamei(ST),52/06,Kuilong Part II,English,manipur_pdfs/english/A0520006.pdf
52,Tamei(ST),52/07,Kuilong Part 3,English,manipur_pdfs/english/A0520007.pdf
52,Tamei(ST),52/08,Kadi Part I,English,manipur_pdfs/english/A0520008.pdf
52,Tamei(ST),52/09,Kadi Part III,English,manipur_pdfs/english/A0520009.pdf
52,Tamei(ST),52/10,Kadi Part IV,English,manipur_pdfs/english/A0520010.pdf
52,Tamei(ST),52/11,New Kadi,English,manipur_pdfs/english/A0520011.pdf
52,Tamei(ST),52/12,Dunong,English,manipur_pdfs/english/A0520012.pdf
52,Tamei(ST),52/13,Illeng,English,manipur_pdfs/english/A0520013.pdf
52,Tamei(ST),52/14,Chaton Part 1,English,manipur_pdfs/english/A0520014.pdf
52,Tamei(ST),52/15,Chaton Part 2,English,manipur_pdfs/english/A0520015.pdf
52,Tamei(ST),52/16,Lenglong,English,manipur_pdfs/english/A0520016.pdf
52,Tamei(ST),52/17,Lower Takou,English,manipur_pdfs/english/A0520017.pdf
52,Tamei(ST),52/18,Upper Takou,English,manipur_pdfs/english/A0520018.pdf
52,Tamei(ST),52/19,New Khunphung and Old Khunphung,English,manipur_pdfs/english/A0520019.pdf
52,Tamei(ST),52/20,Dikiuram,English,manipur_pdfs/english/A0520020.pdf
52,Tamei(ST),52/21,Thenjang,English,manipur_pdfs/english/A0520021.pdf
52,Tamei(ST),52/22,New Thenjang,English,manipur_pdfs/english/A0520022.pdf
52,Tamei(ST),52/23,Katiang,English,manipur_pdfs/english/A0520023.pdf
52,Tamei(ST),52/24,Katangam,English,manipur_pdfs/english/A0520024.pdf
52,Tamei(ST),52/25,Magulong,English,manipur_pdfs/english/A0520025.pdf
52,Tamei(ST),52/26,Katang,English,manipur_pdfs/english/A0520026.pdf
52,Tamei(ST),52/27,Katang Beukam,English,manipur_pdfs/english/A0520027.pdf
52,Tamei(ST),52/28,Dulen,English,manipur_pdfs/english/A0520028.pdf
52,Tamei(ST),52/29,Tamah,English,manipur_pdfs/english/A0520029.pdf
52,Tamei(ST),52/30,Lasan,English,manipur_pdfs/english/A0520030.pdf
52,Tamei(ST),52/31,Langmei,English,manipur_pdfs/english/A0520031.pdf
52,Tamei(ST),52/32,Tamei HQ. (A),English,manipur_pdfs/english/A0520032.pdf
52,Tamei(ST),52/33,Tamei HQ. (B),English,manipur_pdfs/english/A0520033.pdf
52,Tamei(ST),52/34,Inem,English,manipur_pdfs/english/A0520034.pdf
52,Tamei(ST),52/35,Zening,English,manipur_pdfs/english/A0520035.pdf
52,Tamei(ST),52/36,New Magulong,English,manipur_pdfs/english/A0520036.pdf
52,Tamei(ST),52/37,Impah,English,manipur_pdfs/english/A0520037.pdf
52,Tamei(ST),52/38,Phoklong Khullen,English,manipur_pdfs/english/A0520038.pdf
52,Tamei(ST),52/39,Phoklong Khunou,English,manipur_pdfs/english/A0520039.pdf
52,Tamei(ST),52/40,Langpram,English,manipur_pdfs/english/A0520040.pdf
52,Tamei(ST),52/41,Kabuanram (Taloulong),English,manipur_pdfs/english/A0520041.pdf
52,Tamei(ST),52/42,Piulong (Buning),English,manipur_pdfs/english/A0520042.pdf
52,Tamei(ST),52/43,Atang Khunou,English,manipur_pdfs/english/A0520043.pdf
52,Tamei(ST),52/44,Lamlaba,English,manipur_pdfs/english/A0520044.pdf
52,Tamei(ST),52/45,Thiujaining,English,manipur_pdfs/english/A0520045.pdf
52,Tamei(ST),52/46,Taipram,English,manipur_pdfs/english/A0520046.pdf
52,Tamei(ST),52/47,Taningjam,English,manipur_pdfs/english/A0520047.pdf
52,Tamei(ST),52/48,Tousem Khullen,English,manipur_pdfs/english/A0520048.pdf
52,Tamei(ST),52/49,New Pallong,English,manipur_pdfs/english/A0520049.pdf
52,Tamei(ST),52/50,Khundong Khunkhaiba,English,manipur_pdfs/english/A0520050.pdf
52,Tamei(ST),52/51,Nurathen,English,manipur_pdfs/english/A0520051.pdf
52,Tamei(ST),52/52,Namtiram,English,manipur_pdfs/english/A0520052.pdf
52,Tamei(ST),52/53,Namtiram Part 1,English,manipur_pdfs/english/A0520053.pdf
52,Tamei(ST),52/54,Phellong,English,manipur_pdfs/english/A0520054.pdf
52,Tamei(ST),52/55,Tousem Khunou,English,manipur_pdfs/english/A0520055.pdf
52,Tamei(ST),52/56,Azuram,English,manipur_pdfs/english/A0520056.pdf
52,Tamei(ST),52/57,Chramram,English,manipur_pdfs/english/A0520057.pdf
52,Tamei(ST),52/58,Mandu,English,manipur_pdfs/english/A0520058.pdf
52,Tamei(ST),52/59,New Mandeu,English,manipur_pdfs/english/A0520059.pdf
52,Tamei(ST),52/60,Deigie,English,manipur_pdfs/english/A0520060.pdf
52,Tamei(ST),52/61,Thiulon,English,manipur_pdfs/english/A0520061.pdf
52,Tamei(ST),52/62,Vanchengphai,English,manipur_pdfs/english/A0520062.pdf
52,Tamei(ST),52/63,Njungkok,English,manipur_pdfs/english/A0520063.pdf
52,Tamei(ST),52/64,Pumram,English,manipur_pdfs/english/A0520064.pdf
52,Tamei(ST),52/65,Impa Nkang,English,manipur_pdfs/english/A0520065.pdf
52,Tamei(ST),52/66,Aben,English,manipur_pdfs/english/A0520066.pdf
52,Tamei(ST),52/67,Atengba,English,manipur_pdfs/english/A0520067.pdf
52,Tamei(ST),52/68,Impa Ningdi,English,manipur_pdfs/english/A0520068.pdf
52,Tamei(ST),52/69,Zeilatjang,English,manipur_pdfs/english/A0520069.pdf
52,Tamei(ST),52/70,Longchai,English,manipur_pdfs/english/A0520070.pdf
52,Tamei(ST),52/71,Chingkao,English,manipur_pdfs/english/A0520071.pdf
52,Tamei(ST),52/72,New Kaiphundai,English,manipur_pdfs/english/A0520072.pdf
52,Tamei(ST),52/73,Rangkekiulong,English,manipur_pdfs/english/A0520073.pdf
52,Tamei(ST),52/74,Nungkao,English,manipur_pdfs/english/A0520074.pdf
52,Tamei(ST),52/75,Longjon,English,manipur_pdfs/english/A0520075.pdf
52,Tamei(ST),52/76,Chingkhonglong,English,manipur_pdfs/english/A0520076.pdf
52,Tamei(ST),52/77,Phaitol (A),English,manipur_pdfs/english/A0520077.pdf
52,Tamei(ST),52/78,Phaitol (B),English,manipur_pdfs/english/A0520078.pdf
52,Tamei(ST),52/79,Sibilong Part-I,English,manipur_pdfs/english/A0520079.pdf
52,Tamei(ST),52/80,Sibilong Part-II,English,manipur_pdfs/english/A0520080.pdf
